,texto,sentiment,probabilities
346,Bradesco BBI diz que ‘o gigante precisa descansar’ e rebaixa recomendação para BB (BBAS3) Analistas citam riscos vindos da Argentina e El Niño,1,"[[0.016384439542889595, 0.9777588844299316, 0.005856644362211227]]"
347,Bradesco anuncia aposentadoria de Carlos Guilherme e indica Octavio Lazari para conselho de administração O ex-CEO Octavio de Lazari Junior foi indicador para substituí-lo no colegiado,1,"[[0.00034414217225275934, 0.9985853433609009, 0.0010705519234761596]]"
348,"Bradesco lucra R$ 4,6 bi, mas inadimplência ainda avança Banco desacelerou fortemente o crédito e mudou para produtos mais seguros, o que pressiona sua margem financeira",0,"[[0.974738597869873, 0.020397797226905823, 0.004863610025495291]]"
349,"Bradesco mostra otimismo com 2024 Para lideranças do banco, alavancagem das empresas deverá diminuir e mercado estará aberto para oferta inicial de ações, reflexo de um cenário positivo",2,"[[0.005460940767079592, 0.3210305869579315, 0.6735084056854248]]"
350,Bradesco muda comando após ano difícil Marcelo Noronha substitui Octavio de Lazari Jr.,1,"[[0.0006758871022611856, 0.9987026453018188, 0.0006214728346094489]]"
351,"Bradesco passa por novas mudanças na diretoria após troca na presidência  O Valor apurou que estão de saída os diretores-executivos Marlos de Souza Araujo, responsável por gestão de risco, e Klayton Tomaz dos Santos, de organização, produtos e serviços",1,"[[0.0008492817869409919, 0.9983874559402466, 0.0007632391643710434]]"
352,"Bradesco revisará estrutura física até com mais severidade em 2024, diz Lazari Para executivo, há desafio de rentabilidade no varejo, mas banco acredita que é possível operar no segmento com retorno acima do custo de capital",2,"[[0.001717258128337562, 0.12863291800022125, 0.8696497678756714]]"
353,"Bradesco talvez tenha sido um pouco mais otimista que os demais, diz Noronha Recém-empossado, CEO falou sobre cenário macroeconômico e risco de crédito em almoço de fim de ano do banco",1,"[[0.0025590858422219753, 0.9699796438217163, 0.027461204677820206]]"
354,"Bradesco troca comando sob o desafio de se reinventar Marcelo Noronha assume presidência do banco no lugar de Octavio de Lazari Jr., que irá para o conselho de administração",1,"[[0.00020272897381801158, 0.9990264177322388, 0.000770929385907948]]"
355,"Bradesco troca o comando para enfrentar desafio de reinventar o varejo Banco anunciou a substituição de Octavio de Lazari Jr. por Marcelo Noronha, após dois anos de resultados fracos",1,"[[0.32932260632514954, 0.6490544080734253, 0.021622871980071068]]"
356,"Bradesco: Noronha vai saber lidar com reinvenção do varejo bancário, diz Trabuco Presidente do conselho de administração aponta desafios trazidos por mudança de cenário",1,"[[0.0007556491764262319, 0.9793018102645874, 0.01994258724153042]]"
357,"Bram capta R$ 193 milhões em seu primeiro Fiagro, abaixo do previsto Plano inicial era levantar até R$ 320 milhões",1,"[[0.00011852022726088762, 0.9994063377380371, 0.0004751028900500387]]"
358,Brancos ainda são maioria na direção de companhias abertas Estudo da MZ Consult mostra que pretos e pardos não atingem nem 4% do total de administradores das empresas listadas no Brasil,1,"[[0.000466298486571759, 0.9990555644035339, 0.0004782057658303529]]"
359,"Brasil assume presidência do G20 com foco na pauta social Palácio do Planalto decidiu convocar Angola, Egito, Nigéria, Espanha, Portugal, Noruega, Emirados Árabes Unidos e Cingapura para participar de reuniões e cúpulas",1,"[[0.00015096375136636198, 0.998247504234314, 0.0016014489810913801]]"
360,"Brasil cai na avaliação do Pisa 2022 e segue entre os piores Para especialistas, era difícil esperar resultado pior, já que alunos vinham de desempenho muito baixo",0,"[[0.9976061582565308, 0.002057582139968872, 0.00033624490606598556]]"
361,"Brasil deve fechar 2023 com uma tentativa de fraude a cada 3,2 segundos, prevê Serasa Experian Se o número for confirmado, representará quase R$ 55 bilhões em fraudes que deixaram de ser consumadas",1,"[[0.10925880819559097, 0.8874372243881226, 0.003303900361061096]]"
362,"Brasil encerrará ano com receita publicitária de US$ 20,2 bi, alta de 10,3% frente a 2022, diz estudo Segundo levantamento do GroupM, país será o sétimo que mais investe em publicidade no mundo neste ano — era o oitavo em 2022 — e deve sustentar a posição em 2024 ",2,"[[0.0002693071437533945, 0.0023748090025037527, 0.9973559379577637]]"
363,"Brasil está desembarcando em um caminho de marketplace de serviços financeiros, afirma Campos Presidente do BC disse que algumas empresas já trabalham no desenvolvimento de um super app para reunir os serviços e consegue ver a possibilidade de comparar produtos",1,"[[0.0002702276105992496, 0.9942294359207153, 0.0055003962479531765]]"
364,"Brasil lidera mercado de ‘influencers’ Pesquisa da Nielsen detectou 10,5 milhões de influenciadores que usam o Instagram no Brasil",1,"[[0.0001991274912143126, 0.9986172914505005, 0.0011835073819383979]]"
365,Brasil mostra potencial e tenta atrair capital ‘verde’ para negócios Executivos destacam potencial de energia renovável e soluções baseadas na natureza,1,"[[0.00045442653936333954, 0.9801269769668579, 0.019418584182858467]]"
366,Brasil perde competitividade digital e fica em 57º em ranking com 64 países País tem nota baixa em experiência internacional da força de trabalho e habilidade tecnológica,0,"[[0.995445728302002, 0.00406308751553297, 0.0004911310388706625]]"
367,"Brasil perdeu o posto de melhor emergente, diz XP Para estrategista-chefe, outro país da América Latina se destaca como uma história sem tantos ruídos políticos",0,"[[0.7722479104995728, 0.19577081501483917, 0.03198122978210449]]"
368,"Brasil precisa resolver questão fiscal para voltar a crescer, diz Barclays Roberto Secemski afirma que desaceleração não preocupa, mas traz o temor de adoção de medidas de política econômica com expectativas de inflação desancoradas",0,"[[0.5256881713867188, 0.4551560580730438, 0.019155792891979218]]"
369,"Brasil tem janela magnífica de oportunidade até 2050, diz Miguel Setas  Em livro recém-lançado, o presidente da CCR e executivo com mais de 25 anos de experiência no mercado conta, fala sobre como o Brasil pode ser protagonista no Novo Humanismo Ecológico ",1,"[[0.00047893758164718747, 0.9895933866500854, 0.009927636943757534]]"
370,"Brasil tem a melhor oportunidade cíclica do mundo, diz Global X ",2,"[[0.00036603055195882916, 0.005449363496154547, 0.994184672832489]]"
371,"Brasil tem condições de ter um 2024 muito bom, diz Trabuco, do Bradesco Segundo o presidente do conselho de administração do banco, aprovação da reforma tributária foi um ganho de gestão, que deve ter impactos ao longo dos anos, especialmente na indústria",2,"[[0.000290712428977713, 0.004343810025602579, 0.9953655004501343]]"
372,"Brasil tem déficit de US$ 229,7 milhões nas contas externas em outubro ",0,"[[0.970095157623291, 0.0289904847741127, 0.0009143272181972861]]"
373,"Brasil tem recorde de produção de petróleo e gás em novembro, diz ANP Produção de petróleo subiu 3,8% na comparação com outubro, e a produção de gás natural aumentou 6,3%",2,"[[0.0005868132575415075, 0.001884389785118401, 0.9975288510322571]]"
374,"Brasil tem ‘ambição’ para avanços no G20, afirma diretor da ONU Para secretário-geral-adjunto, combate a mudanças climáticas e dívida de países pobres podem evoluir na presidência brasileira",1,"[[0.0021625554654747248, 0.6689127683639526, 0.32892468571662903]]"
375,"Brasil é o maior gerador de e-resíduos da AL Mundo gera 53,6 milhões de toneladas de resíduos eletrônicos todo ano, dos quais apenas 9,3 milhões de toneladas são recicladas",1,"[[0.0003831400244962424, 0.9988240599632263, 0.0007927920669317245]]"
376,"Brasileiro aproveita a Black Friday para buscar produtos que abrandem o calor, diz Google De acordo com dados do Google Trends, nunca se buscou tanto sobre calor no Brasil como em 2023",1,"[[0.000386193540180102, 0.9989029169082642, 0.0007109363796189427]]"
377,"Brasileiro vê injustiça em isenção de imposto, mas compra fora Pesquisa encomendada por entidades do varejo será apresentada, em reunião, em Brasília",1,"[[0.10584064573049545, 0.8910275101661682, 0.0031318345572799444]]"
378,"Brasileiros ainda não sacaram R$ 7,52 bilhões de valores a receber Até agora, o Sistema de Valores a Receber (SVR) devolveu R$ 5,31 bilhões de um total de R$ 12,83 bilhões postos à disposição pelas instituições financeiras",1,"[[0.010899323038756847, 0.9865728616714478, 0.002527934731915593]]"
379,"Braskem sobe pagamento a alto escalão mesmo com prejuízo de R$ 3 bilhões em 2023 Desde de 2019, petroquímica indica nos seus balanços os custos com o Programa de Compensação Financeira e Apoio à Realocação dos moradores dos bairros atingidos pelo evento geológico em Maceió",1,"[[0.09413289278745651, 0.8928114175796509, 0.013055767863988876]]"
380,"Busca por praticidade faz brasileiro usar mais supermercado on-line Loja física ainda é a preferida do consumidor para abastecer a despensa, mas desde a pandemia venda on-line desses itens cresce aceleradamente",1,"[[0.0036812492180615664, 0.9497150778770447, 0.04660370573401451]]"
381,Busca por retorno traz ativos de maior risco às carteiras Queda nos juros torna o crédito privado mais atrativo que papéis atrelados a renda fixa,0,"[[0.7923265099525452, 0.20498694479465485, 0.002686507999897003]]"
382,Business case: segurança cibernética é o tema do episódio 14 do podcast Magazine Luiza e Febraban contam como novos recursos de cibersegurança ajudam a blindar transações e compras on-line,1,"[[0.00011842339154100046, 0.9989288449287415, 0.0009527641232125461]]"
383,"C&A tem evolução contínua e progressiva do desempenho operacional, diz CEO As vendas de vestuário no último trimestre somaram R$ 1,27 bilhão, alta de 12,6% em relação ao terceiro trimestre de 2022. Já a margem bruta avançou 2,3 pontos percentuais, para 54,1%",2,"[[0.00030724258976988494, 0.0006873607053421438, 0.9990053772926331]]"
384,"C6 Bank registra primeiro lucro mensal em novembro  Número é pequeno e o acumulado do quarto trimestre ainda deve ser negativo, mas a expectativa do banco é que o primeiro trimestre de 2024 fique no azul",0,"[[0.9857001304626465, 0.013554269447922707, 0.0007455850136466324]]"
385,CBDCs no mundo: Veja o desenvolvimento das moedas digitais Países ao redor do mundo estudam ou já dão seus primeiros passos na mesma direção que o Brasil,1,"[[0.00015049836656544358, 0.999213695526123, 0.0006358700338751078]]"
386,"CEO da Casas Bahia irá liderar área comercial, após saída de vice-presidente “Eu devo acumular essa função, num trabalho conjunto com a diretoria comercial, formada por um executivo da área com 18 anos de casa”, disse Renato Franklin, atual presidente da varejista",1,"[[0.0001169035240309313, 0.998606264591217, 0.0012768458109349012]]"
387,"CEO da Cosan vê na Reforma Tributária oportunidade de eficiência, mas adverte sobre riscos O executivo elogiou os esforços do ministro da Fazenda, Fernando Haddad, e do secretário Bernard Appy em aprovar a reforma tributária",2,"[[0.0015668669948354363, 0.28964734077453613, 0.7087857723236084]]"
388,CEO da asset do Itaú nos EUA integra rede global de gestoras de recursos GBAM reúne integrantes de butiques de investimentos espalhadas pelos cinco continentes,1,"[[8.934122888604179e-05, 0.999115526676178, 0.0007951862644404173]]"
389,"CMN deve regulamentar teto do rotativo Conselho não deve aceitar proposta de bancos, com detalhamento sobre o limite de juros, nem outras sugestões, optando por apenas regulamentar a nova lei",1,"[[0.00018874055240303278, 0.9980877041816711, 0.0017235723789781332]]"
390,"COP28: Os fluxos de investimentos estão na direção certa?  Neste artigo, Carlos Netto, professor da Universidade Presbiteriana Mackenzie, destaca os avanços nos compromissos de investimentos durante a conferência do clima",1,"[[0.00021024091984145343, 0.9954224228858948, 0.004367253743112087]]"
391,"CPIs contribuem pouco para a criação de novas leis Apesar da promessa de mudanças que previnam a repetição de crimes, só 5% dos projetos apresentados viraram norma jurídica",1,"[[0.00031288337777368724, 0.9979375600814819, 0.001749585964716971]]"
392,CPTM prevê função de planejar e fiscalizar após concessões Estatal diz que não acabará por conta das concessões e busca ampliar receitas não tarifárias,1,"[[0.00014833307068329304, 0.9987393021583557, 0.0011124217417091131]]"
393,CSD BR aposta em novas licenças para ganhar mercado A companhia opera como registradora há três anos e já ingressou com os pedidos de licenças adicionais no BC e na CVM,2,"[[0.0002924481232184917, 0.026376331225037575, 0.9733311533927917]]"
394,"CVM abre processo para apurar balanço do Magazine Luiza Essa investigação não tem o objetivo imediato de punir a companhia, que informou na segunda-feira incorreções de R$ 830 milhões",1,"[[0.02324254810810089, 0.9738677740097046, 0.002889683935791254]]"
395,"CVM abre processo para apurar ressalva no balanço do 3º tri do Magazine Luiza Comissão informa que não se pronuncia sobre a possibilidade de ressarcimentos a acionistas devido a erros do balanço, e que a investigação em curso refere-se apenas à ressalva do auditor",1,"[[0.005685842130333185, 0.9919108748435974, 0.002403337974101305]]"
